qseqid	sseqid	qlen	slen	sstart	send	evalue	mismatch
18_CP090606-3_47	71_CP001182-4_46	32	32	1	32	1.42e-12	0
18_CP090606-3_47	68_CP027246-3_46	32	32	1	32	1.42e-12	0
18_CP090606-3_47	66_CP020595-3_43	32	32	1	32	1.42e-12	0
18_CP090606-3_47	63_LS483472-2_5	32	32	32	1	1.42e-12	0
18_CP090606-3_47	57_CP066016-1_5	32	32	32	1	1.42e-12	0
18_CP090606-3_47	56_CP049314-2_8	32	32	32	1	1.42e-12	0
18_CP090606-3_47	54_CP030106-3_46	32	32	1	32	1.42e-12	0
18_CP090606-3_47	51_CP012952-2_37	32	32	32	1	1.42e-12	0
18_CP090606-3_47	47_CP058625-4_5	32	32	32	1	1.42e-12	0
18_CP090606-3_47	42_CP027528-1_5	32	32	32	1	1.42e-12	0
18_CP090606-3_47	36_CP008706-2_5	32	32	32	1	1.42e-12	0
18_CP090606-3_47	33_CP024418-2_5	32	32	32	1	1.42e-12	0
18_CP090606-3_47	30_CP010781-3_44	32	32	1	32	1.42e-12	0
18_CP090606-3_47	29_CP023029-3_8	32	32	32	1	1.42e-12	0
18_CP090606-3_47	25_CP045541-3_46	32	32	1	32	1.42e-12	0
18_CP090606-3_47	23_CP041035-2_5	32	32	32	1	1.42e-12	0
18_CP090606-3_47	20_CP091172-3_47	32	32	1	32	1.42e-12	0
18_CP090606-3_47	19_CP090607-3_47	32	32	1	32	1.42e-12	0
18_CP090606-3_47	18_CP090606-3_47	32	32	1	32	1.42e-12	0
18_CP090606-3_47	17_CP080452-3_47	32	32	1	32	1.42e-12	0
18_CP090606-3_47	13_CP049240-2_4	32	32	32	1	1.42e-12	0
18_CP090606-3_47	9_CP070358-2_5	32	32	32	1	1.42e-12	0
18_CP090606-3_47	8_CP070362-2_5	32	32	32	1	1.42e-12	0
18_CP090606-3_47	6_CP091337-3_45	32	32	1	32	1.42e-12	0
18_CP090606-3_47	5_CP091339-2_5	32	32	32	1	1.42e-12	0
18_CP090606-3_47	4_CP091340-2_5	32	32	32	1	1.42e-12	0
18_CP090606-3_47	3_CP091367-3_46	32	32	1	32	1.42e-12	0
18_CP090606-3_26	71_CP001182-4_26	32	32	1	32	1.42e-12	0
18_CP090606-3_26	68_CP027246-3_26	32	32	1	32	1.42e-12	0
18_CP090606-3_26	66_CP020595-3_26	32	32	1	32	1.42e-12	0
18_CP090606-3_26	63_LS483472-2_25	32	32	32	1	1.42e-12	0
18_CP090606-3_26	57_CP066016-1_25	32	32	32	1	1.42e-12	0
18_CP090606-3_26	56_CP049314-2_28	32	32	32	1	1.42e-12	0
18_CP090606-3_26	54_CP030106-3_26	32	32	1	32	1.42e-12	0
18_CP090606-3_26	51_CP012952-2_57	32	32	32	1	1.42e-12	0
18_CP090606-3_26	47_CP058625-4_25	32	32	32	1	1.42e-12	0
18_CP090606-3_26	42_CP027528-1_26	32	32	32	1	1.42e-12	0
18_CP090606-3_26	36_CP008706-2_25	32	32	32	1	1.42e-12	0
18_CP090606-3_26	33_CP024418-2_26	32	32	32	1	1.42e-12	0
18_CP090606-3_26	29_CP023029-3_30	32	32	32	1	1.42e-12	0
18_CP090606-3_26	25_CP045541-3_25	32	32	1	32	1.42e-12	0
18_CP090606-3_26	23_CP041035-2_25	32	32	32	1	1.42e-12	0
18_CP090606-3_26	20_CP091172-3_26	32	32	1	32	1.42e-12	0
18_CP090606-3_26	19_CP090607-3_26	32	32	1	32	1.42e-12	0
18_CP090606-3_26	18_CP090606-3_26	32	32	1	32	1.42e-12	0
18_CP090606-3_26	17_CP080452-3_26	32	32	1	32	1.42e-12	0
18_CP090606-3_26	13_CP049240-2_25	32	32	32	1	1.42e-12	0
18_CP090606-3_26	9_CP070358-2_25	32	32	32	1	1.42e-12	0
18_CP090606-3_26	8_CP070362-2_25	32	32	32	1	1.42e-12	0
18_CP090606-3_26	3_CP091367-3_26	32	32	1	32	1.42e-12	0
18_CP090606-3_40	72_CP001172-2_11	32	32	32	1	1.42e-12	0
18_CP090606-3_40	71_CP001182-4_39	32	32	1	32	1.42e-12	0
18_CP090606-3_40	68_CP027246-3_39	32	32	1	32	1.42e-12	0
18_CP090606-3_40	63_LS483472-2_12	32	32	32	1	1.42e-12	0
18_CP090606-3_40	57_CP066016-1_12	32	32	32	1	1.42e-12	0
18_CP090606-3_40	56_CP049314-2_15	32	32	32	1	1.42e-12	0
18_CP090606-3_40	54_CP030106-3_39	32	32	1	32	1.42e-12	0
18_CP090606-3_40	51_CP012952-2_44	32	32	32	1	1.42e-12	0
18_CP090606-3_40	47_CP058625-4_12	32	32	32	1	1.42e-12	0
18_CP090606-3_40	42_CP027528-1_12	32	32	32	1	1.42e-12	0
18_CP090606-3_40	36_CP008706-2_12	32	32	32	1	1.42e-12	0
18_CP090606-3_40	33_CP024418-2_12	32	32	32	1	1.42e-12	0
18_CP090606-3_40	30_CP010781-3_37	32	32	1	32	1.42e-12	0
18_CP090606-3_40	29_CP023029-3_16	32	32	32	1	1.42e-12	0
18_CP090606-3_40	25_CP045541-3_39	32	32	1	32	1.42e-12	0
18_CP090606-3_40	23_CP041035-2_12	32	32	32	1	1.42e-12	0
18_CP090606-3_40	20_CP091172-3_40	32	32	1	32	1.42e-12	0
18_CP090606-3_40	19_CP090607-3_40	32	32	1	32	1.42e-12	0
18_CP090606-3_40	18_CP090606-3_40	32	32	1	32	1.42e-12	0
18_CP090606-3_40	17_CP080452-3_40	32	32	1	32	1.42e-12	0
18_CP090606-3_40	13_CP049240-2_11	32	32	32	1	1.42e-12	0
18_CP090606-3_40	9_CP070358-2_12	32	32	32	1	1.42e-12	0
18_CP090606-3_40	8_CP070362-2_12	32	32	32	1	1.42e-12	0
18_CP090606-3_40	6_CP091337-3_38	32	32	1	32	1.42e-12	0
18_CP090606-3_40	5_CP091339-2_12	32	32	32	1	1.42e-12	0
18_CP090606-3_40	4_CP091340-2_12	32	32	32	1	1.42e-12	0
18_CP090606-3_40	3_CP091367-3_39	32	32	1	32	1.42e-12	0
18_CP090606-3_35	72_CP001172-2_16	32	32	32	1	1.42e-12	0
18_CP090606-3_35	71_CP001182-4_35	32	32	1	32	1.42e-12	0
18_CP090606-3_35	68_CP027246-3_35	32	32	1	32	1.42e-12	0
18_CP090606-3_35	66_CP020595-3_35	32	32	1	32	1.42e-12	0
18_CP090606-3_35	63_LS483472-2_16	32	32	32	1	1.42e-12	0
18_CP090606-3_35	57_CP066016-1_16	32	32	32	1	1.42e-12	0
18_CP090606-3_35	56_CP049314-2_20	32	32	32	1	1.42e-12	0
18_CP090606-3_35	54_CP030106-3_35	32	32	1	32	1.42e-12	0
18_CP090606-3_35	51_CP012952-2_49	32	32	32	1	1.42e-12	0
18_CP090606-3_35	47_CP058625-4_16	32	32	32	1	1.42e-12	0
18_CP090606-3_35	42_CP027528-1_17	32	32	32	1	1.42e-12	0
18_CP090606-3_35	36_CP008706-2_16	32	32	32	1	1.42e-12	0
18_CP090606-3_35	33_CP024418-2_17	32	32	32	1	1.42e-12	0
18_CP090606-3_35	30_CP010781-3_32	32	32	1	32	1.42e-12	0
18_CP090606-3_35	29_CP023029-3_21	32	32	32	1	1.42e-12	0
18_CP090606-3_35	25_CP045541-3_34	32	32	1	32	1.42e-12	0
18_CP090606-3_35	23_CP041035-2_16	32	32	32	1	1.42e-12	0
18_CP090606-3_35	20_CP091172-3_35	32	32	1	32	1.42e-12	0
18_CP090606-3_35	19_CP090607-3_35	32	32	1	32	1.42e-12	0
18_CP090606-3_35	18_CP090606-3_35	32	32	1	32	1.42e-12	0
18_CP090606-3_35	17_CP080452-3_35	32	32	1	32	1.42e-12	0
18_CP090606-3_35	13_CP049240-2_16	32	32	32	1	1.42e-12	0
18_CP090606-3_35	9_CP070358-2_16	32	32	32	1	1.42e-12	0
18_CP090606-3_35	8_CP070362-2_16	32	32	32	1	1.42e-12	0
18_CP090606-3_35	6_CP091337-3_34	32	32	1	32	1.42e-12	0
18_CP090606-3_35	5_CP091339-2_16	32	32	32	1	1.42e-12	0
18_CP090606-3_35	4_CP091340-2_16	32	32	32	1	1.42e-12	0
18_CP090606-3_35	3_CP091367-3_35	32	32	1	32	1.42e-12	0
18_CP090606-3_23	71_CP001182-4_23	32	32	1	32	1.42e-12	0
18_CP090606-3_23	68_CP027246-3_23	32	32	1	32	1.42e-12	0
18_CP090606-3_23	66_CP020595-3_23	32	32	1	32	1.42e-12	0
18_CP090606-3_23	63_LS483472-2_28	32	32	32	1	1.42e-12	0
18_CP090606-3_23	57_CP066016-1_28	32	32	32	1	1.42e-12	0
18_CP090606-3_23	56_CP049314-2_31	32	32	32	1	1.42e-12	0
18_CP090606-3_23	54_CP030106-3_23	32	32	1	32	1.42e-12	0
18_CP090606-3_23	51_CP012952-2_60	32	32	32	1	1.42e-12	0
18_CP090606-3_23	47_CP058625-4_28	32	32	32	1	1.42e-12	0
18_CP090606-3_23	42_CP027528-1_29	32	32	32	1	1.42e-12	0
18_CP090606-3_23	36_CP008706-2_28	32	32	32	1	1.42e-12	0
18_CP090606-3_23	33_CP024418-2_29	32	32	32	1	1.42e-12	0
18_CP090606-3_23	30_CP010781-3_23	32	32	1	32	1.42e-12	0
18_CP090606-3_23	29_CP023029-3_33	32	32	32	1	1.42e-12	0
18_CP090606-3_23	25_CP045541-3_22	32	32	1	32	1.42e-12	0
18_CP090606-3_23	23_CP041035-2_28	32	32	32	1	1.42e-12	0
18_CP090606-3_23	20_CP091172-3_23	32	32	1	32	1.42e-12	0
18_CP090606-3_23	19_CP090607-3_23	32	32	1	32	1.42e-12	0
18_CP090606-3_23	18_CP090606-3_23	32	32	1	32	1.42e-12	0
18_CP090606-3_23	17_CP080452-3_23	32	32	1	32	1.42e-12	0
18_CP090606-3_23	13_CP049240-2_28	32	32	32	1	1.42e-12	0
18_CP090606-3_23	9_CP070358-2_28	32	32	32	1	1.42e-12	0
18_CP090606-3_23	8_CP070362-2_28	32	32	32	1	1.42e-12	0
18_CP090606-3_23	6_CP091337-3_23	32	32	1	32	1.42e-12	0
18_CP090606-3_23	5_CP091339-2_27	32	32	32	1	1.42e-12	0
18_CP090606-3_23	4_CP091340-2_27	32	32	32	1	1.42e-12	0
18_CP090606-3_23	3_CP091367-3_23	32	32	1	32	1.42e-12	0
18_CP090606-3_6	72_CP001172-2_38	32	32	32	1	1.42e-12	0
18_CP090606-3_6	71_CP001182-4_6	32	32	1	32	1.42e-12	0
18_CP090606-3_6	68_CP027246-3_6	32	32	1	32	1.42e-12	0
18_CP090606-3_6	66_CP020595-3_6	32	32	1	32	1.42e-12	0
18_CP090606-3_6	63_LS483472-2_45	32	32	32	1	1.42e-12	0
18_CP090606-3_6	57_CP066016-1_45	32	32	32	1	1.42e-12	0
18_CP090606-3_6	56_CP049314-2_47	32	32	32	1	1.42e-12	0
18_CP090606-3_6	54_CP030106-3_6	32	32	1	32	1.42e-12	0
18_CP090606-3_6	47_CP058625-4_45	32	32	32	1	1.42e-12	0
18_CP090606-3_6	42_CP027528-1_46	32	32	32	1	1.42e-12	0
18_CP090606-3_6	36_CP008706-2_45	32	32	32	1	1.42e-12	0
18_CP090606-3_6	33_CP024418-2_46	32	32	32	1	1.42e-12	0
18_CP090606-3_6	30_CP010781-3_6	32	32	1	32	1.42e-12	0
18_CP090606-3_6	29_CP023029-3_49	32	32	32	1	1.42e-12	0
18_CP090606-3_6	25_CP045541-3_6	32	32	1	32	1.42e-12	0
18_CP090606-3_6	23_CP041035-2_45	32	32	32	1	1.42e-12	0
18_CP090606-3_6	20_CP091172-3_6	32	32	1	32	1.42e-12	0
18_CP090606-3_6	19_CP090607-3_6	32	32	1	32	1.42e-12	0
18_CP090606-3_6	18_CP090606-3_6	32	32	1	32	1.42e-12	0
18_CP090606-3_6	17_CP080452-3_6	32	32	1	32	1.42e-12	0
18_CP090606-3_6	13_CP049240-2_45	32	32	32	1	1.42e-12	0
18_CP090606-3_6	9_CP070358-2_45	32	32	32	1	1.42e-12	0
18_CP090606-3_6	8_CP070362-2_45	32	32	32	1	1.42e-12	0
18_CP090606-3_6	6_CP091337-3_6	32	32	1	32	1.42e-12	0
18_CP090606-3_6	5_CP091339-2_44	32	32	32	1	1.42e-12	0
18_CP090606-3_6	4_CP091340-2_44	32	32	32	1	1.42e-12	0
18_CP090606-3_6	3_CP091367-3_6	32	32	1	32	1.42e-12	0
18_CP090606-3_46	72_CP001172-2_5	32	32	32	1	1.42e-12	0
18_CP090606-3_46	71_CP001182-4_45	32	32	1	32	1.42e-12	0
18_CP090606-3_46	68_CP027246-3_45	32	32	1	32	1.42e-12	0
18_CP090606-3_46	66_CP020595-3_42	32	32	1	32	1.42e-12	0
18_CP090606-3_46	63_LS483472-2_6	32	32	32	1	1.42e-12	0
18_CP090606-3_46	57_CP066016-1_6	32	32	32	1	1.42e-12	0
18_CP090606-3_46	56_CP049314-2_9	32	32	32	1	1.42e-12	0
18_CP090606-3_46	54_CP030106-3_45	32	32	1	32	1.42e-12	0
18_CP090606-3_46	51_CP012952-2_38	32	32	32	1	1.42e-12	0
18_CP090606-3_46	47_CP058625-4_6	32	32	32	1	1.42e-12	0
18_CP090606-3_46	42_CP027528-1_6	32	32	32	1	1.42e-12	0
18_CP090606-3_46	36_CP008706-2_6	32	32	32	1	1.42e-12	0
18_CP090606-3_46	33_CP024418-2_6	32	32	32	1	1.42e-12	0
18_CP090606-3_46	30_CP010781-3_43	32	32	1	32	1.42e-12	0
18_CP090606-3_46	29_CP023029-3_9	32	32	32	1	1.42e-12	0
18_CP090606-3_46	25_CP045541-3_45	32	32	1	32	1.42e-12	0
18_CP090606-3_46	23_CP041035-2_6	32	32	32	1	1.42e-12	0
18_CP090606-3_46	20_CP091172-3_46	32	32	1	32	1.42e-12	0
18_CP090606-3_46	19_CP090607-3_46	32	32	1	32	1.42e-12	0
18_CP090606-3_46	18_CP090606-3_46	32	32	1	32	1.42e-12	0
18_CP090606-3_46	17_CP080452-3_46	32	32	1	32	1.42e-12	0
18_CP090606-3_46	13_CP049240-2_5	32	32	32	1	1.42e-12	0
18_CP090606-3_46	9_CP070358-2_6	32	32	32	1	1.42e-12	0
18_CP090606-3_46	8_CP070362-2_6	32	32	32	1	1.42e-12	0
18_CP090606-3_46	6_CP091337-3_44	32	32	1	32	1.42e-12	0
18_CP090606-3_46	5_CP091339-2_6	32	32	32	1	1.42e-12	0
18_CP090606-3_46	4_CP091340-2_6	32	32	32	1	1.42e-12	0
18_CP090606-3_46	3_CP091367-3_45	32	32	1	32	1.42e-12	0
18_CP090606-3_9	72_CP001172-2_35	32	32	32	1	1.42e-12	0
18_CP090606-3_9	71_CP001182-4_9	32	32	1	32	1.42e-12	0
18_CP090606-3_9	68_CP027246-3_9	32	32	1	32	1.42e-12	0
18_CP090606-3_9	66_CP020595-3_9	32	32	1	32	1.42e-12	0
18_CP090606-3_9	63_LS483472-2_42	32	32	32	1	1.42e-12	0
18_CP090606-3_9	57_CP066016-1_42	32	32	32	1	1.42e-12	0
18_CP090606-3_9	56_CP049314-2_44	32	32	32	1	1.42e-12	0
18_CP090606-3_9	54_CP030106-3_9	32	32	1	32	1.42e-12	0
18_CP090606-3_9	51_CP012952-2_73	32	32	32	1	1.42e-12	0
18_CP090606-3_9	47_CP058625-4_42	32	32	32	1	1.42e-12	0
18_CP090606-3_9	42_CP027528-1_43	32	32	32	1	1.42e-12	0
18_CP090606-3_9	36_CP008706-2_42	32	32	32	1	1.42e-12	0
18_CP090606-3_9	33_CP024418-2_43	32	32	32	1	1.42e-12	0
18_CP090606-3_9	30_CP010781-3_9	32	32	1	32	1.42e-12	0
18_CP090606-3_9	29_CP023029-3_46	32	32	32	1	1.42e-12	0
18_CP090606-3_9	25_CP045541-3_9	32	32	1	32	1.42e-12	0
18_CP090606-3_9	23_CP041035-2_42	32	32	32	1	1.42e-12	0
18_CP090606-3_9	20_CP091172-3_9	32	32	1	32	1.42e-12	0
18_CP090606-3_9	19_CP090607-3_9	32	32	1	32	1.42e-12	0
18_CP090606-3_9	18_CP090606-3_9	32	32	1	32	1.42e-12	0
18_CP090606-3_9	17_CP080452-3_9	32	32	1	32	1.42e-12	0
18_CP090606-3_9	13_CP049240-2_42	32	32	32	1	1.42e-12	0
18_CP090606-3_9	9_CP070358-2_42	32	32	32	1	1.42e-12	0
18_CP090606-3_9	8_CP070362-2_42	32	32	32	1	1.42e-12	0
18_CP090606-3_9	6_CP091337-3_9	32	32	1	32	1.42e-12	0
18_CP090606-3_9	5_CP091339-2_41	32	32	32	1	1.42e-12	0
18_CP090606-3_9	4_CP091340-2_41	32	32	32	1	1.42e-12	0
18_CP090606-3_9	3_CP091367-3_9	32	32	1	32	1.42e-12	0
18_CP090606-3_19	72_CP001172-2_23	32	32	32	1	1.42e-12	0
18_CP090606-3_19	71_CP001182-4_19	32	32	1	32	1.42e-12	0
18_CP090606-3_19	68_CP027246-3_19	32	32	1	32	1.42e-12	0
18_CP090606-3_19	66_CP020595-3_19	32	32	1	32	1.42e-12	0
18_CP090606-3_19	63_LS483472-2_32	32	32	32	1	1.42e-12	0
18_CP090606-3_19	57_CP066016-1_32	32	32	32	1	1.42e-12	0
18_CP090606-3_19	56_CP049314-2_35	32	32	32	1	1.42e-12	0
18_CP090606-3_19	54_CP030106-3_19	32	32	1	32	1.42e-12	0
18_CP090606-3_19	51_CP012952-2_64	32	32	32	1	1.42e-12	0
18_CP090606-3_19	47_CP058625-4_32	32	32	32	1	1.42e-12	0
18_CP090606-3_19	42_CP027528-1_33	32	32	32	1	1.42e-12	0
18_CP090606-3_19	36_CP008706-2_32	32	32	32	1	1.42e-12	0
18_CP090606-3_19	33_CP024418-2_33	32	32	32	1	1.42e-12	0
18_CP090606-3_19	30_CP010781-3_19	32	32	1	32	1.42e-12	0
18_CP090606-3_19	29_CP023029-3_37	32	32	32	1	1.42e-12	0
18_CP090606-3_19	23_CP041035-2_32	32	32	32	1	1.42e-12	0
18_CP090606-3_19	20_CP091172-3_19	32	32	1	32	1.42e-12	0
18_CP090606-3_19	19_CP090607-3_19	32	32	1	32	1.42e-12	0
18_CP090606-3_19	18_CP090606-3_19	32	32	1	32	1.42e-12	0
18_CP090606-3_19	17_CP080452-3_19	32	32	1	32	1.42e-12	0
18_CP090606-3_19	13_CP049240-2_32	32	32	32	1	1.42e-12	0
18_CP090606-3_19	9_CP070358-2_32	32	32	32	1	1.42e-12	0
18_CP090606-3_19	8_CP070362-2_32	32	32	32	1	1.42e-12	0
18_CP090606-3_19	6_CP091337-3_19	32	32	1	32	1.42e-12	0
18_CP090606-3_19	5_CP091339-2_31	32	32	32	1	1.42e-12	0
18_CP090606-3_19	4_CP091340-2_31	32	32	32	1	1.42e-12	0
18_CP090606-3_19	3_CP091367-3_19	32	32	1	32	1.42e-12	0
18_CP090606-3_33	72_CP001172-2_18	32	32	32	1	1.42e-12	0
18_CP090606-3_33	71_CP001182-4_33	32	32	1	32	1.42e-12	0
18_CP090606-3_33	68_CP027246-3_33	32	32	1	32	1.42e-12	0
18_CP090606-3_33	66_CP020595-3_33	32	32	1	32	1.42e-12	0
18_CP090606-3_33	63_LS483472-2_18	32	32	32	1	1.42e-12	0
18_CP090606-3_33	57_CP066016-1_18	32	32	32	1	1.42e-12	0
18_CP090606-3_33	56_CP049314-2_21	32	32	32	1	1.42e-12	0
18_CP090606-3_33	54_CP030106-3_33	32	32	1	32	1.42e-12	0
18_CP090606-3_33	51_CP012952-2_51	32	32	32	1	1.42e-12	0
18_CP090606-3_33	47_CP058625-4_18	32	32	32	1	1.42e-12	0
18_CP090606-3_33	42_CP027528-1_19	32	32	32	1	1.42e-12	0
18_CP090606-3_33	36_CP008706-2_18	32	32	32	1	1.42e-12	0
18_CP090606-3_33	33_CP024418-2_19	32	32	32	1	1.42e-12	0
18_CP090606-3_33	30_CP010781-3_30	32	32	1	32	1.42e-12	0
18_CP090606-3_33	29_CP023029-3_23	32	32	32	1	1.42e-12	0
18_CP090606-3_33	25_CP045541-3_32	32	32	1	32	1.42e-12	0
18_CP090606-3_33	23_CP041035-2_18	32	32	32	1	1.42e-12	0
18_CP090606-3_33	20_CP091172-3_33	32	32	1	32	1.42e-12	0
18_CP090606-3_33	19_CP090607-3_33	32	32	1	32	1.42e-12	0
18_CP090606-3_33	18_CP090606-3_33	32	32	1	32	1.42e-12	0
18_CP090606-3_33	17_CP080452-3_33	32	32	1	32	1.42e-12	0
18_CP090606-3_33	13_CP049240-2_18	32	32	32	1	1.42e-12	0
18_CP090606-3_33	9_CP070358-2_18	32	32	32	1	1.42e-12	0
18_CP090606-3_33	8_CP070362-2_18	32	32	32	1	1.42e-12	0
18_CP090606-3_33	6_CP091337-3_32	32	32	1	32	1.42e-12	0
18_CP090606-3_33	5_CP091339-2_18	32	32	32	1	1.42e-12	0
18_CP090606-3_33	4_CP091340-2_18	32	32	32	1	1.42e-12	0
18_CP090606-3_33	3_CP091367-3_33	32	32	1	32	1.42e-12	0
18_CP090606-3_25	71_CP001182-4_25	32	32	1	32	1.42e-12	0
18_CP090606-3_25	68_CP027246-3_25	32	32	1	32	1.42e-12	0
18_CP090606-3_25	66_CP020595-3_25	32	32	1	32	1.42e-12	0
18_CP090606-3_25	63_LS483472-2_26	32	32	32	1	1.42e-12	0
18_CP090606-3_25	57_CP066016-1_26	32	32	32	1	1.42e-12	0
18_CP090606-3_25	56_CP049314-2_29	32	32	32	1	1.42e-12	0
18_CP090606-3_25	54_CP030106-3_25	32	32	1	32	1.42e-12	0
18_CP090606-3_25	51_CP012952-2_58	32	32	32	1	1.42e-12	0
18_CP090606-3_25	47_CP058625-4_26	32	32	32	1	1.42e-12	0
18_CP090606-3_25	42_CP027528-1_27	32	32	32	1	1.42e-12	0
18_CP090606-3_25	36_CP008706-2_26	32	32	32	1	1.42e-12	0
18_CP090606-3_25	33_CP024418-2_27	32	32	32	1	1.42e-12	0
18_CP090606-3_25	29_CP023029-3_31	32	32	32	1	1.42e-12	0
18_CP090606-3_25	25_CP045541-3_24	32	32	1	32	1.42e-12	0
18_CP090606-3_25	23_CP041035-2_26	32	32	32	1	1.42e-12	0
18_CP090606-3_25	20_CP091172-3_25	32	32	1	32	1.42e-12	0
18_CP090606-3_25	19_CP090607-3_25	32	32	1	32	1.42e-12	0
18_CP090606-3_25	18_CP090606-3_25	32	32	1	32	1.42e-12	0
18_CP090606-3_25	17_CP080452-3_25	32	32	1	32	1.42e-12	0
18_CP090606-3_25	13_CP049240-2_26	32	32	32	1	1.42e-12	0
18_CP090606-3_25	9_CP070358-2_26	32	32	32	1	1.42e-12	0
18_CP090606-3_25	8_CP070362-2_26	32	32	32	1	1.42e-12	0
18_CP090606-3_25	6_CP091337-3_25	32	32	1	32	1.42e-12	0
18_CP090606-3_25	5_CP091339-2_25	32	32	32	1	1.42e-12	0
18_CP090606-3_25	4_CP091340-2_25	32	32	32	1	1.42e-12	0
18_CP090606-3_25	3_CP091367-3_25	32	32	1	32	1.42e-12	0
18_CP090606-3_52	71_CP001182-4_51	32	32	1	32	1.42e-12	0
18_CP090606-3_52	68_CP027246-3_51	32	32	1	32	1.42e-12	0
18_CP090606-3_52	66_CP020595-3_48	32	32	1	32	1.42e-12	0
18_CP090606-3_52	63_LS483472-2_0	32	32	32	1	1.42e-12	0
18_CP090606-3_52	57_CP066016-1_0	32	32	32	1	1.42e-12	0
18_CP090606-3_52	54_CP030106-3_51	32	32	1	32	1.42e-12	0
18_CP090606-3_52	47_CP058625-4_0	32	32	32	1	1.42e-12	0
18_CP090606-3_52	42_CP027528-1_0	32	32	32	1	1.42e-12	0
18_CP090606-3_52	36_CP008706-2_0	32	32	32	1	1.42e-12	0
18_CP090606-3_52	33_CP024418-2_0	32	32	32	1	1.42e-12	0
18_CP090606-3_52	30_CP010781-3_49	32	32	1	32	1.42e-12	0
18_CP090606-3_52	23_CP041035-2_0	32	32	32	1	1.42e-12	0
18_CP090606-3_52	20_CP091172-3_52	32	32	1	32	1.42e-12	0
18_CP090606-3_52	19_CP090607-3_52	32	32	1	32	1.42e-12	0
18_CP090606-3_52	18_CP090606-3_52	32	32	1	32	1.42e-12	0
18_CP090606-3_52	17_CP080452-3_52	32	32	1	32	1.42e-12	0
18_CP090606-3_52	9_CP070358-2_0	32	32	32	1	1.42e-12	0
18_CP090606-3_52	8_CP070362-2_0	32	32	32	1	1.42e-12	0
18_CP090606-3_52	6_CP091337-3_50	32	32	1	32	1.42e-12	0
18_CP090606-3_52	5_CP091339-2_0	32	32	32	1	1.42e-12	0
18_CP090606-3_52	4_CP091340-2_0	32	32	32	1	1.42e-12	0
18_CP090606-3_52	3_CP091367-3_51	32	32	1	32	1.42e-12	0
18_CP090606-3_7	72_CP001172-2_37	32	32	32	1	1.42e-12	0
18_CP090606-3_7	71_CP001182-4_7	32	32	1	32	1.42e-12	0
18_CP090606-3_7	68_CP027246-3_7	32	32	1	32	1.42e-12	0
18_CP090606-3_7	66_CP020595-3_7	32	32	1	32	1.42e-12	0
18_CP090606-3_7	63_LS483472-2_44	32	32	32	1	1.42e-12	0
18_CP090606-3_7	57_CP066016-1_44	32	32	32	1	1.42e-12	0
18_CP090606-3_7	56_CP049314-2_46	32	32	32	1	1.42e-12	0
18_CP090606-3_7	54_CP030106-3_7	32	32	1	32	1.42e-12	0
18_CP090606-3_7	47_CP058625-4_44	32	32	32	1	1.42e-12	0
18_CP090606-3_7	42_CP027528-1_45	32	32	32	1	1.42e-12	0
18_CP090606-3_7	36_CP008706-2_44	32	32	32	1	1.42e-12	0
18_CP090606-3_7	33_CP024418-2_45	32	32	32	1	1.42e-12	0
18_CP090606-3_7	30_CP010781-3_7	32	32	1	32	1.42e-12	0
18_CP090606-3_7	29_CP023029-3_48	32	32	32	1	1.42e-12	0
18_CP090606-3_7	25_CP045541-3_7	32	32	1	32	1.42e-12	0
18_CP090606-3_7	23_CP041035-2_44	32	32	32	1	1.42e-12	0
18_CP090606-3_7	20_CP091172-3_7	32	32	1	32	1.42e-12	0
18_CP090606-3_7	19_CP090607-3_7	32	32	1	32	1.42e-12	0
18_CP090606-3_7	18_CP090606-3_7	32	32	1	32	1.42e-12	0
18_CP090606-3_7	17_CP080452-3_7	32	32	1	32	1.42e-12	0
18_CP090606-3_7	13_CP049240-2_44	32	32	32	1	1.42e-12	0
18_CP090606-3_7	9_CP070358-2_44	32	32	32	1	1.42e-12	0
18_CP090606-3_7	8_CP070362-2_44	32	32	32	1	1.42e-12	0
18_CP090606-3_7	6_CP091337-3_7	32	32	1	32	1.42e-12	0
18_CP090606-3_7	5_CP091339-2_43	32	32	32	1	1.42e-12	0
18_CP090606-3_7	4_CP091340-2_43	32	32	32	1	1.42e-12	0
18_CP090606-3_7	3_CP091367-3_7	32	32	1	32	1.42e-12	0
18_CP090606-3_2	72_CP001172-2_42	32	32	32	1	1.42e-12	0
18_CP090606-3_2	71_CP001182-4_2	32	32	1	32	1.42e-12	0
18_CP090606-3_2	68_CP027246-3_2	32	32	1	32	1.42e-12	0
18_CP090606-3_2	66_CP020595-3_2	32	32	1	32	1.42e-12	0
18_CP090606-3_2	63_LS483472-2_49	32	32	32	1	1.42e-12	0
18_CP090606-3_2	57_CP066016-1_49	32	32	32	1	1.42e-12	0
18_CP090606-3_2	56_CP049314-2_51	32	32	32	1	1.42e-12	0
18_CP090606-3_2	54_CP030106-3_2	32	32	1	32	1.42e-12	0
18_CP090606-3_2	51_CP012952-2_78	32	32	32	1	1.42e-12	0
18_CP090606-3_2	47_CP058625-4_49	32	32	32	1	1.42e-12	0
18_CP090606-3_2	42_CP027528-1_50	32	32	32	1	1.42e-12	0
18_CP090606-3_2	36_CP008706-2_49	32	32	32	1	1.42e-12	0
18_CP090606-3_2	33_CP024418-2_50	32	32	32	1	1.42e-12	0
